FlightNumber,DepartureAirport,ArrivalAirport,DepartureTime,ArrivalTime,AircraftType,Duration,Status
4306,SFO,ORD,2024-04-06 16:51:00,2024-04-06 22:30:00,Airbus A320,339,Cancelled
4307,SEA,SEA,2024-06-26 01:15:00,2024-06-26 05:16:00,Boeing 777,241,Scheduled
4308,MIA,DEN,2024-01-09 20:31:00,2024-01-10 00:32:00,Airbus A380,241,Cancelled
4309,LAS,LAX,2024-11-16 11:34:00,2024-11-16 17:24:00,Boeing 737,350,Scheduled
4310,SEA,DEN,2024-08-03 07:35:00,2024-08-03 11:08:00,Airbus A320,213,Delayed
4311,LAS,LAS,2024-10-01 03:34:00,2024-10-01 04:55:00,Boeing 737,81,Scheduled
4312,DFW,DEN,2024-03-28 15:08:00,2024-03-28 16:53:00,Airbus A380,105,Delayed
4313,ORD,SFO,2024-08-22 08:06:00,2024-08-22 10:33:00,Boeing 777,147,Delayed
4314,DEN,JFK,2024-08-27 08:20:00,2024-08-27 13:07:00,Boeing 777,287,Scheduled
4315,DEN,ATL,2024-05-17 23:11:00,2024-05-18 01:19:00,Airbus A320,128,Delayed
4316,LAX,LAS,2024-03-21 20:51:00,2024-03-22 00:16:00,Boeing 777,205,Delayed
4317,MIA,SFO,2024-04-10 17:29:00,2024-04-10 19:20:00,Airbus A320,111,Cancelled
4318,SFO,ORD,2024-10-16 00:40:00,2024-10-16 04:26:00,Airbus A380,226,Cancelled
4319,DEN,LAX,2024-01-21 11:36:00,2024-01-21 16:36:00,Airbus A380,300,Delayed
4320,LAX,LAX,2024-05-18 21:04:00,2024-05-19 00:17:00,Airbus A320,193,Cancelled
4321,ATL,LAX,2024-05-24 06:33:00,2024-05-24 09:05:00,Airbus A320,152,Delayed
4322,LAX,LAS,2024-01-06 11:42:00,2024-01-06 13:52:00,Boeing 777,130,Scheduled
4323,LAS,LAX,2024-01-16 13:05:00,2024-01-16 15:32:00,Airbus A380,147,Scheduled
4324,DEN,JFK,2024-11-29 08:18:00,2024-11-29 10:46:00,Airbus A320,148,Scheduled
4325,ORD,ORD,2024-05-16 13:33:00,2024-05-16 17:08:00,Airbus A320,215,Cancelled
4326,MIA,JFK,2024-10-21 10:15:00,2024-10-21 15:37:00,Boeing 737,322,Cancelled
4327,LAX,SEA,2024-08-31 13:48:00,2024-08-31 17:18:00,Airbus A380,210,Delayed
4328,SEA,JFK,2024-09-11 05:11:00,2024-09-11 10:16:00,Airbus A320,305,Cancelled
4329,LAS,MIA,2024-11-29 17:41:00,2024-11-29 19:16:00,Boeing 737,95,Cancelled
4330,SFO,ATL,2024-05-08 00:48:00,2024-05-08 06:44:00,Boeing 737,356,Scheduled
4331,DFW,SEA,2024-10-06 09:23:00,2024-10-06 14:53:00,Boeing 737,330,Cancelled
4332,SFO,LAX,2024-09-30 07:11:00,2024-09-30 11:11:00,Boeing 737,240,Scheduled
4333,JFK,SFO,2024-10-11 08:36:00,2024-10-11 13:38:00,Boeing 777,302,Scheduled
4334,LAS,LAS,2024-02-19 02:57:00,2024-02-19 07:20:00,Airbus A320,263,Delayed
4335,MIA,ORD,2024-06-29 19:15:00,2024-06-30 00:05:00,Airbus A380,290,Delayed
4336,DFW,SFO,2024-12-22 00:08:00,2024-12-22 03:07:00,Boeing 777,179,Delayed
4337,SEA,JFK,2024-01-25 02:11:00,2024-01-25 05:21:00,Boeing 777,190,Scheduled
4338,DEN,SEA,2024-12-18 15:30:00,2024-12-18 20:08:00,Boeing 777,278,Delayed
4339,DFW,ORD,2024-08-02 20:02:00,2024-08-02 23:39:00,Airbus A380,217,Scheduled
4340,SEA,JFK,2024-02-13 06:54:00,2024-02-13 10:49:00,Boeing 777,235,Scheduled
4341,DFW,SEA,2024-12-10 03:59:00,2024-12-10 06:45:00,Boeing 737,166,Scheduled
4342,SFO,LAX,2024-11-19 23:30:00,2024-11-20 02:16:00,Airbus A320,166,Delayed
4343,LAX,ATL,2024-10-22 01:47:00,2024-10-22 04:20:00,Airbus A320,153,Cancelled
4344,SFO,ATL,2024-02-17 09:50:00,2024-02-17 12:42:00,Airbus A320,172,Cancelled
4345,LAX,DFW,2024-08-17 19:52:00,2024-08-18 01:24:00,Airbus A320,332,Scheduled
4346,ATL,ATL,2024-07-15 20:05:00,2024-07-15 22:02:00,Boeing 777,117,Delayed
4347,SFO,ATL,2024-09-18 18:40:00,2024-09-18 22:56:00,Boeing 777,256,Scheduled
4348,SEA,LAX,2024-07-25 05:48:00,2024-07-25 08:05:00,Airbus A380,137,Cancelled
4349,SEA,ATL,2024-03-22 04:44:00,2024-03-22 08:42:00,Airbus A380,238,Cancelled
4350,DFW,JFK,2024-10-17 12:14:00,2024-10-17 18:14:00,Boeing 777,360,Delayed
4351,DFW,MIA,2024-04-24 10:54:00,2024-04-24 16:05:00,Boeing 777,311,Delayed
4352,SFO,ATL,2024-03-28 17:24:00,2024-03-28 23:11:00,Boeing 737,347,Scheduled
4353,DFW,ORD,2024-02-04 03:49:00,2024-02-04 07:55:00,Boeing 777,246,Cancelled
4354,LAX,DEN,2024-10-21 05:32:00,2024-10-21 10:39:00,Airbus A320,307,Cancelled
4355,LAX,JFK,2024-08-18 08:55:00,2024-08-18 11:42:00,Boeing 737,167,Cancelled
4356,LAX,SFO,2024-09-06 05:04:00,2024-09-06 10:16:00,Airbus A320,312,Cancelled
4357,ORD,MIA,2024-10-09 21:53:00,2024-10-10 03:52:00,Boeing 777,359,Scheduled
4358,JFK,DEN,2024-05-13 07:52:00,2024-05-13 11:38:00,Boeing 777,226,Delayed
4359,DEN,SEA,2024-09-10 15:27:00,2024-09-10 20:54:00,Airbus A380,327,Scheduled
4360,LAX,LAS,2024-10-21 11:04:00,2024-10-21 12:50:00,Airbus A380,106,Scheduled
4361,MIA,SEA,2024-10-15 19:10:00,2024-10-15 23:36:00,Boeing 737,266,Cancelled
4362,DEN,ORD,2024-03-14 15:28:00,2024-03-14 17:48:00,Airbus A320,140,Scheduled
4363,JFK,MIA,2024-09-18 08:45:00,2024-09-18 12:07:00,Airbus A380,202,Delayed
4364,ATL,MIA,2024-07-06 16:06:00,2024-07-06 20:03:00,Airbus A380,237,Cancelled
4365,JFK,DFW,2024-05-17 13:34:00,2024-05-17 18:43:00,Boeing 777,309,Delayed
4366,SEA,LAX,2024-01-16 01:42:00,2024-01-16 06:33:00,Airbus A320,291,Cancelled
4367,SEA,ATL,2024-03-25 02:47:00,2024-03-25 07:43:00,Boeing 737,296,Delayed
4368,JFK,DEN,2024-06-07 09:22:00,2024-06-07 13:44:00,Boeing 737,262,Scheduled
4369,JFK,ORD,2024-07-13 10:34:00,2024-07-13 15:15:00,Airbus A380,281,Cancelled
4370,DFW,DEN,2024-02-23 19:48:00,2024-02-24 00:28:00,Airbus A320,280,Delayed
4371,DEN,ORD,2024-02-22 01:35:00,2024-02-22 03:27:00,Boeing 777,112,Delayed
4372,LAX,LAX,2024-08-14 01:03:00,2024-08-14 06:10:00,Boeing 737,307,Cancelled
4373,SEA,SFO,2024-04-02 00:54:00,2024-04-02 04:46:00,Airbus A320,232,Cancelled
4374,DFW,ORD,2024-12-08 05:08:00,2024-12-08 07:50:00,Boeing 777,162,Scheduled
4375,JFK,JFK,2024-07-04 09:54:00,2024-07-04 14:10:00,Boeing 737,256,Scheduled
4376,SEA,SFO,2024-01-29 11:47:00,2024-01-29 17:13:00,Boeing 777,326,Scheduled
4377,JFK,LAS,2024-06-08 18:57:00,2024-06-08 22:01:00,Boeing 777,184,Scheduled
4378,DFW,ORD,2024-07-24 15:54:00,2024-07-24 21:09:00,Airbus A380,315,Cancelled
4379,DEN,MIA,2024-08-29 13:10:00,2024-08-29 18:18:00,Airbus A380,308,Scheduled
4380,JFK,LAS,2024-07-11 02:16:00,2024-07-11 03:21:00,Airbus A320,65,Delayed
4381,JFK,JFK,2024-10-23 12:43:00,2024-10-23 15:51:00,Boeing 737,188,Cancelled
4382,DEN,DFW,2024-09-09 00:15:00,2024-09-09 05:38:00,Airbus A320,323,Delayed
4383,SEA,LAX,2024-03-03 10:43:00,2024-03-03 14:56:00,Boeing 737,253,Delayed
4384,DEN,DFW,2024-05-06 01:57:00,2024-05-06 07:42:00,Boeing 737,345,Scheduled
4385,SEA,JFK,2024-06-05 06:04:00,2024-06-05 08:56:00,Airbus A320,172,Delayed
4386,SEA,ATL,2024-11-11 19:31:00,2024-11-12 00:30:00,Boeing 777,299,Cancelled
4387,DEN,DEN,2024-07-08 07:16:00,2024-07-08 10:31:00,Boeing 737,195,Scheduled
4388,JFK,SEA,2024-01-21 06:59:00,2024-01-21 10:46:00,Boeing 737,227,Cancelled
4389,MIA,ATL,2024-11-25 05:36:00,2024-11-25 11:29:00,Boeing 777,353,Cancelled
4390,LAS,JFK,2024-11-23 06:41:00,2024-11-23 08:49:00,Airbus A380,128,Delayed
4391,ATL,DFW,2024-08-29 13:08:00,2024-08-29 15:56:00,Boeing 777,168,Scheduled
4392,SEA,LAX,2024-09-21 12:03:00,2024-09-21 14:45:00,Airbus A320,162,Cancelled
4393,ORD,LAS,2024-08-19 19:49:00,2024-08-20 01:22:00,Boeing 777,333,Cancelled
4394,SEA,MIA,2024-10-09 17:56:00,2024-10-09 19:07:00,Boeing 777,71,Delayed
4395,LAX,JFK,2024-08-10 19:07:00,2024-08-10 20:53:00,Boeing 737,106,Delayed
4396,DEN,SEA,2024-09-30 12:37:00,2024-09-30 16:09:00,Boeing 737,212,Delayed
4397,ATL,DEN,2024-04-25 23:37:00,2024-04-26 00:42:00,Airbus A320,65,Cancelled
4398,DFW,ORD,2024-08-28 01:02:00,2024-08-28 05:17:00,Airbus A380,255,Cancelled
4399,LAS,MIA,2024-07-27 09:57:00,2024-07-27 14:45:00,Airbus A380,288,Delayed
4400,JFK,DFW,2024-08-07 10:37:00,2024-08-07 13:02:00,Boeing 777,145,Delayed
4401,ATL,DFW,2024-11-21 13:35:00,2024-11-21 18:15:00,Airbus A320,280,Delayed
4402,MIA,SFO,2024-12-11 23:56:00,2024-12-12 01:49:00,Airbus A380,113,Delayed
4403,DFW,LAX,2024-02-29 11:16:00,2024-02-29 15:21:00,Boeing 737,245,Scheduled
4404,MIA,DEN,2024-08-02 07:53:00,2024-08-02 10:22:00,Airbus A380,149,Delayed
4405,ATL,DFW,2024-11-28 13:39:00,2024-11-28 19:20:00,Airbus A320,341,Cancelled
4406,DFW,JFK,2024-01-07 13:15:00,2024-01-07 19:02:00,Airbus A380,347,Cancelled
4407,MIA,DFW,2024-09-13 02:40:00,2024-09-13 05:27:00,Airbus A380,167,Delayed
4408,MIA,DEN,2024-07-29 22:16:00,2024-07-30 02:08:00,Airbus A320,232,Delayed
4409,LAX,DEN,2024-10-10 11:08:00,2024-10-10 13:37:00,Airbus A380,149,Delayed
4410,ATL,LAX,2024-08-31 06:16:00,2024-08-31 10:55:00,Airbus A380,279,Scheduled
4411,LAS,MIA,2024-01-01 06:20:00,2024-01-01 09:28:00,Boeing 737,188,Delayed
4412,JFK,ORD,2024-03-04 17:58:00,2024-03-04 22:29:00,Airbus A320,271,Scheduled
4413,SFO,LAS,2024-06-11 14:30:00,2024-06-11 15:47:00,Airbus A380,77,Delayed
4414,ORD,LAX,2024-07-30 12:12:00,2024-07-30 15:11:00,Airbus A380,179,Scheduled
4415,JFK,LAS,2024-03-07 08:41:00,2024-03-07 14:05:00,Boeing 737,324,Delayed
4416,DEN,SEA,2024-10-03 08:42:00,2024-10-03 13:51:00,Boeing 737,309,Scheduled
4417,LAS,LAX,2024-09-10 00:39:00,2024-09-10 02:42:00,Airbus A320,123,Cancelled
4418,DEN,SFO,2024-06-25 14:23:00,2024-06-25 19:45:00,Boeing 777,322,Scheduled
4419,ORD,JFK,2024-05-15 13:39:00,2024-05-15 16:26:00,Boeing 777,167,Delayed
4420,LAS,DFW,2024-01-16 00:09:00,2024-01-16 04:41:00,Airbus A380,272,Cancelled
4421,LAS,DFW,2024-08-03 10:36:00,2024-08-03 13:58:00,Boeing 777,202,Cancelled
4422,SFO,LAX,2024-10-06 00:02:00,2024-10-06 03:13:00,Airbus A320,191,Scheduled
4423,DEN,JFK,2024-04-09 10:08:00,2024-04-09 15:51:00,Airbus A380,343,Cancelled
4424,ATL,MIA,2024-06-28 19:33:00,2024-06-28 23:52:00,Airbus A380,259,Cancelled
4425,MIA,JFK,2024-06-28 23:57:00,2024-06-29 05:34:00,Airbus A320,337,Scheduled
4426,ATL,JFK,2024-08-10 10:01:00,2024-08-10 14:12:00,Airbus A320,251,Delayed
4427,LAX,SFO,2024-03-11 12:23:00,2024-03-11 17:49:00,Airbus A320,326,Delayed
4428,SFO,SEA,2024-07-19 01:42:00,2024-07-19 04:50:00,Boeing 737,188,Delayed
4429,DFW,ATL,2024-09-25 05:57:00,2024-09-25 09:29:00,Airbus A380,212,Cancelled
4430,DEN,SFO,2024-10-21 08:44:00,2024-10-21 12:59:00,Boeing 777,255,Cancelled
4431,MIA,SFO,2024-05-04 06:52:00,2024-05-04 10:23:00,Airbus A380,211,Delayed
4432,ORD,DFW,2024-06-15 20:44:00,2024-06-16 01:37:00,Boeing 777,293,Cancelled
4433,JFK,DFW,2024-01-06 18:09:00,2024-01-06 22:09:00,Boeing 737,240,Scheduled
4434,JFK,ORD,2024-12-09 22:46:00,2024-12-10 03:24:00,Airbus A320,278,Delayed
4435,SEA,MIA,2024-09-04 00:14:00,2024-09-04 04:11:00,Airbus A320,237,Delayed
4436,JFK,MIA,2024-12-20 15:59:00,2024-12-20 17:05:00,Airbus A380,66,Cancelled
4437,MIA,DFW,2024-06-25 02:30:00,2024-06-25 05:19:00,Boeing 737,169,Cancelled
4438,LAX,LAS,2024-08-06 01:18:00,2024-08-06 03:08:00,Boeing 777,110,Scheduled
4439,LAX,SEA,2024-02-27 01:09:00,2024-02-27 04:54:00,Boeing 737,225,Delayed
4440,LAS,ATL,2024-11-06 09:10:00,2024-11-06 12:47:00,Boeing 737,217,Delayed
4441,JFK,ATL,2024-06-21 04:27:00,2024-06-21 07:34:00,Boeing 777,187,Scheduled
4442,DEN,SEA,2024-04-19 03:11:00,2024-04-19 08:09:00,Airbus A380,298,Delayed
4443,LAX,SEA,2024-08-12 11:47:00,2024-08-12 16:15:00,Boeing 777,268,Delayed
4444,ATL,SEA,2024-11-19 21:39:00,2024-11-20 02:26:00,Airbus A320,287,Delayed
4445,ORD,JFK,2024-08-16 04:15:00,2024-08-16 07:33:00,Airbus A380,198,Scheduled
4446,ATL,MIA,2024-02-25 01:22:00,2024-02-25 06:41:00,Boeing 737,319,Delayed
4447,SEA,ATL,2024-10-27 10:27:00,2024-10-27 15:57:00,Boeing 737,330,Delayed
4448,ORD,DFW,2024-09-09 08:37:00,2024-09-09 13:55:00,Boeing 777,318,Scheduled
4449,SEA,MIA,2024-08-25 22:05:00,2024-08-26 01:43:00,Boeing 777,218,Cancelled
4450,MIA,ATL,2024-07-20 13:35:00,2024-07-20 19:09:00,Airbus A320,334,Cancelled
4451,SEA,SFO,2024-09-10 19:18:00,2024-09-11 00:51:00,Boeing 737,333,Cancelled
4452,DEN,JFK,2024-04-19 15:54:00,2024-04-19 19:44:00,Airbus A380,230,Delayed
4453,ATL,JFK,2024-12-11 18:36:00,2024-12-11 19:47:00,Airbus A380,71,Scheduled
4454,MIA,SEA,2024-02-12 15:26:00,2024-02-12 20:50:00,Boeing 777,324,Cancelled
4455,LAX,MIA,2024-07-13 13:09:00,2024-07-13 16:28:00,Airbus A380,199,Delayed
4456,JFK,DEN,2024-01-27 17:33:00,2024-01-27 23:10:00,Boeing 737,337,Cancelled
4457,ORD,LAX,2024-07-24 16:39:00,2024-07-24 20:12:00,Boeing 737,213,Cancelled
4458,MIA,MIA,2024-11-19 03:44:00,2024-11-19 06:03:00,Boeing 737,139,Cancelled
4459,DFW,LAS,2024-07-02 23:40:00,2024-07-03 01:32:00,Boeing 777,112,Delayed
4460,DEN,SFO,2024-06-16 02:23:00,2024-06-16 05:00:00,Airbus A380,157,Delayed
4461,LAX,MIA,2024-10-01 16:09:00,2024-10-01 20:57:00,Boeing 737,288,Scheduled
4462,DEN,SEA,2024-11-25 05:03:00,2024-11-25 06:39:00,Airbus A380,96,Delayed
4463,MIA,DEN,2024-10-28 03:24:00,2024-10-28 09:19:00,Boeing 737,355,Delayed
4464,ATL,ATL,2024-08-03 06:36:00,2024-08-03 09:56:00,Boeing 777,200,Delayed
4465,ATL,ATL,2024-10-02 06:24:00,2024-10-02 11:57:00,Boeing 777,333,Delayed
4466,ORD,DEN,2024-08-08 17:40:00,2024-08-08 19:33:00,Boeing 777,113,Scheduled
4467,ORD,SFO,2024-05-21 01:40:00,2024-05-21 02:44:00,Airbus A380,64,Scheduled
4468,MIA,ATL,2024-12-20 13:04:00,2024-12-20 17:27:00,Boeing 737,263,Cancelled
4469,ATL,ORD,2024-04-24 18:57:00,2024-04-24 21:18:00,Boeing 737,141,Scheduled
4470,SEA,ATL,2024-09-29 08:50:00,2024-09-29 12:16:00,Airbus A320,206,Scheduled
4471,DEN,ATL,2024-06-06 16:52:00,2024-06-06 20:47:00,Airbus A320,235,Delayed
4472,ATL,ATL,2024-05-22 00:23:00,2024-05-22 01:49:00,Boeing 777,86,Cancelled
4473,ATL,SFO,2024-12-15 10:37:00,2024-12-15 13:23:00,Boeing 737,166,Cancelled
4474,MIA,DEN,2024-05-10 09:39:00,2024-05-10 13:51:00,Airbus A380,252,Scheduled
4475,ORD,ATL,2024-07-18 12:09:00,2024-07-18 14:25:00,Airbus A320,136,Cancelled
4476,LAX,SEA,2024-02-24 19:55:00,2024-02-25 00:59:00,Airbus A320,304,Delayed
4477,SEA,LAS,2024-10-09 10:03:00,2024-10-09 11:11:00,Airbus A320,68,Scheduled
4478,LAS,DEN,2024-02-21 16:45:00,2024-02-21 21:17:00,Airbus A320,272,Cancelled
4479,DEN,ATL,2024-03-21 02:52:00,2024-03-21 08:16:00,Boeing 737,324,Delayed
4480,JFK,ORD,2024-06-27 03:56:00,2024-06-27 09:17:00,Boeing 737,321,Scheduled
4481,SEA,LAS,2024-08-07 23:16:00,2024-08-08 01:09:00,Airbus A320,113,Delayed
4482,ORD,JFK,2024-07-19 14:55:00,2024-07-19 16:34:00,Airbus A380,99,Delayed
4483,ORD,SEA,2024-02-07 07:00:00,2024-02-07 11:18:00,Boeing 777,258,Delayed
4484,JFK,ATL,2024-06-16 08:14:00,2024-06-16 10:24:00,Airbus A380,130,Delayed
4485,DEN,SEA,2024-11-29 13:44:00,2024-11-29 19:24:00,Boeing 737,340,Delayed
4486,DFW,ORD,2024-02-01 17:45:00,2024-02-01 22:50:00,Boeing 777,305,Cancelled
4487,ATL,ATL,2024-08-07 13:32:00,2024-08-07 17:16:00,Airbus A320,224,Cancelled
4488,LAS,SFO,2024-08-01 05:45:00,2024-08-01 07:30:00,Boeing 737,105,Scheduled
4489,DFW,SFO,2024-04-29 16:24:00,2024-04-29 21:06:00,Boeing 737,282,Delayed
4490,SFO,MIA,2024-02-25 09:47:00,2024-02-25 11:47:00,Airbus A380,120,Delayed
4491,DEN,DFW,2024-06-12 08:32:00,2024-06-12 09:48:00,Boeing 737,76,Delayed
4492,ATL,LAS,2024-11-06 06:27:00,2024-11-06 10:40:00,Boeing 777,253,Cancelled
4493,ORD,MIA,2024-02-15 09:51:00,2024-02-15 12:49:00,Boeing 777,178,Cancelled
4494,SFO,SFO,2024-01-17 00:21:00,2024-01-17 01:21:00,Airbus A380,60,Scheduled
4495,LAS,DFW,2024-09-20 17:13:00,2024-09-20 20:44:00,Boeing 737,211,Delayed
4496,ATL,JFK,2024-08-01 23:43:00,2024-08-02 01:04:00,Airbus A380,81,Scheduled
4497,LAX,DEN,2024-09-01 01:22:00,2024-09-01 04:14:00,Airbus A380,172,Delayed
4498,ORD,ATL,2024-03-30 07:25:00,2024-03-30 12:16:00,Boeing 777,291,Scheduled
4499,LAX,MIA,2024-09-29 07:15:00,2024-09-29 08:35:00,Airbus A320,80,Delayed
4500,JFK,SFO,2024-10-18 12:19:00,2024-10-18 14:21:00,Airbus A320,122,Delayed
4501,SFO,ORD,2024-07-05 11:49:00,2024-07-05 14:56:00,Boeing 737,187,Cancelled
4502,ORD,LAS,2024-05-29 00:57:00,2024-05-29 03:37:00,Boeing 777,160,Delayed
4503,LAS,DEN,2024-04-05 21:48:00,2024-04-06 01:03:00,Airbus A320,195,Delayed
4504,DEN,JFK,2024-08-30 10:59:00,2024-08-30 12:45:00,Boeing 777,106,Scheduled
4505,JFK,ATL,2024-04-17 08:09:00,2024-04-17 11:43:00,Boeing 777,214,Scheduled
4506,LAS,LAS,2024-03-01 06:05:00,2024-03-01 08:04:00,Boeing 777,119,Cancelled
4507,DFW,DFW,2024-01-17 10:03:00,2024-01-17 13:33:00,Boeing 737,210,Scheduled
4508,LAX,MIA,2024-01-05 06:25:00,2024-01-05 09:04:00,Airbus A320,159,Delayed
4509,MIA,DEN,2024-09-10 16:53:00,2024-09-10 22:50:00,Airbus A380,357,Cancelled
4510,ORD,DEN,2024-09-17 14:32:00,2024-09-17 19:31:00,Airbus A320,299,Scheduled
4511,ATL,LAX,2024-11-08 17:25:00,2024-11-08 21:30:00,Airbus A320,245,Cancelled
4512,JFK,SEA,2024-02-01 04:20:00,2024-02-01 08:04:00,Airbus A380,224,Scheduled
4513,LAX,JFK,2024-04-11 08:43:00,2024-04-11 11:35:00,Airbus A380,172,Scheduled
4514,JFK,JFK,2024-05-17 11:00:00,2024-05-17 15:22:00,Airbus A380,262,Cancelled
4515,LAS,SEA,2024-05-30 01:00:00,2024-05-30 03:03:00,Boeing 737,123,Scheduled
4516,SFO,LAS,2024-04-08 20:49:00,2024-04-09 02:05:00,Boeing 737,316,Cancelled
4517,DFW,JFK,2024-11-22 02:36:00,2024-11-22 05:46:00,Boeing 777,190,Cancelled
4518,SFO,ATL,2024-01-30 20:26:00,2024-01-30 23:06:00,Boeing 737,160,Scheduled
4519,ATL,DEN,2024-04-01 02:52:00,2024-04-01 06:54:00,Boeing 737,242,Delayed
4520,LAS,ORD,2024-08-12 14:37:00,2024-08-12 20:26:00,Boeing 737,349,Cancelled
4521,DFW,LAX,2024-03-31 21:01:00,2024-04-01 01:45:00,Boeing 777,284,Scheduled
4522,DEN,SEA,2024-02-20 10:22:00,2024-02-20 15:39:00,Boeing 737,317,Delayed
4523,SEA,SEA,2024-06-02 13:57:00,2024-06-02 19:11:00,Airbus A320,314,Delayed
4524,ORD,MIA,2024-12-24 01:48:00,2024-12-24 02:52:00,Airbus A320,64,Cancelled
4525,ATL,JFK,2024-05-17 19:27:00,2024-05-17 21:45:00,Airbus A320,138,Cancelled
4526,ATL,ORD,2024-04-10 07:14:00,2024-04-10 13:00:00,Airbus A380,346,Delayed
4527,SFO,SEA,2024-02-17 07:30:00,2024-02-17 09:05:00,Boeing 777,95,Scheduled
4528,SEA,LAS,2024-05-26 05:46:00,2024-05-26 09:18:00,Airbus A320,212,Scheduled
4529,ORD,DFW,2024-04-10 08:23:00,2024-04-10 11:37:00,Boeing 777,194,Delayed
4530,SEA,DFW,2024-06-29 12:58:00,2024-06-29 18:48:00,Boeing 737,350,Delayed
4531,DEN,DFW,2024-04-19 02:43:00,2024-04-19 07:44:00,Airbus A380,301,Cancelled
4532,LAS,SEA,2024-11-04 00:35:00,2024-11-04 04:34:00,Boeing 777,239,Cancelled
4533,JFK,LAX,2024-01-22 17:24:00,2024-01-22 23:21:00,Airbus A380,357,Scheduled
4534,LAS,ATL,2024-11-20 09:47:00,2024-11-20 12:19:00,Boeing 737,152,Delayed
4535,ATL,DEN,2024-08-15 01:22:00,2024-08-15 04:15:00,Airbus A320,173,Delayed
4536,LAS,SEA,2024-08-02 12:08:00,2024-08-02 17:06:00,Airbus A380,298,Scheduled
4537,SEA,DEN,2024-06-28 04:53:00,2024-06-28 09:22:00,Airbus A380,269,Scheduled
4538,MIA,SFO,2024-01-07 13:40:00,2024-01-07 16:56:00,Boeing 777,196,Scheduled
4539,LAS,ORD,2024-01-27 08:07:00,2024-01-27 13:12:00,Airbus A380,305,Cancelled
4540,ATL,ATL,2024-10-07 07:38:00,2024-10-07 11:08:00,Airbus A320,210,Scheduled
4541,DEN,LAS,2024-05-17 04:17:00,2024-05-17 06:57:00,Boeing 777,160,Delayed
4542,DEN,ORD,2024-01-13 22:44:00,2024-01-14 00:56:00,Boeing 777,132,Delayed
4543,LAX,ATL,2024-07-07 19:57:00,2024-07-07 23:25:00,Boeing 737,208,Scheduled
4544,SEA,DFW,2024-02-02 08:55:00,2024-02-02 13:07:00,Airbus A320,252,Cancelled
4545,ATL,SFO,2024-02-21 12:29:00,2024-02-21 16:15:00,Boeing 777,226,Cancelled
4546,DEN,LAS,2024-02-02 11:58:00,2024-02-02 17:37:00,Airbus A380,339,Delayed
4547,SFO,ATL,2024-06-12 05:02:00,2024-06-12 07:13:00,Airbus A320,131,Scheduled
4548,ORD,ATL,2024-11-03 08:44:00,2024-11-03 13:23:00,Airbus A320,279,Cancelled
4549,ATL,SEA,2024-02-19 11:51:00,2024-02-19 16:09:00,Boeing 777,258,Delayed
4550,ORD,LAX,2024-07-05 12:24:00,2024-07-05 14:31:00,Boeing 737,127,Delayed
4551,ORD,LAX,2024-02-13 19:08:00,2024-02-13 22:53:00,Airbus A380,225,Scheduled
4552,MIA,LAS,2024-03-08 17:20:00,2024-03-08 22:30:00,Boeing 777,310,Scheduled
4553,LAX,DEN,2024-09-29 05:12:00,2024-09-29 08:22:00,Boeing 777,190,Delayed
4554,JFK,LAX,2024-01-20 08:36:00,2024-01-20 12:23:00,Airbus A320,227,Scheduled
4555,SFO,LAX,2024-08-05 07:52:00,2024-08-05 10:01:00,Boeing 737,129,Delayed
4556,ATL,DFW,2024-01-23 06:56:00,2024-01-23 09:29:00,Boeing 737,153,Cancelled
4557,ORD,ATL,2024-08-28 21:05:00,2024-08-28 23:27:00,Airbus A320,142,Delayed
4558,ATL,MIA,2024-01-14 01:10:00,2024-01-14 05:59:00,Airbus A380,289,Delayed
4559,DFW,DEN,2024-07-18 21:14:00,2024-07-19 01:02:00,Airbus A380,228,Cancelled
4560,JFK,JFK,2024-11-27 09:21:00,2024-11-27 13:31:00,Boeing 737,250,Cancelled
4561,LAX,SEA,2024-02-10 21:57:00,2024-02-10 23:29:00,Boeing 737,92,Scheduled
4562,DEN,DFW,2024-10-29 07:17:00,2024-10-29 11:20:00,Airbus A380,243,Cancelled
4563,JFK,SEA,2024-12-27 13:45:00,2024-12-27 17:57:00,Boeing 737,252,Cancelled
4564,DEN,LAX,2024-07-30 04:08:00,2024-07-30 09:40:00,Boeing 737,332,Delayed
4565,DEN,DFW,2024-12-27 13:38:00,2024-12-27 15:40:00,Boeing 737,122,Scheduled
4566,SFO,ORD,2024-05-05 04:57:00,2024-05-05 08:26:00,Boeing 737,209,Scheduled
4567,ATL,DFW,2024-11-22 19:56:00,2024-11-22 21:49:00,Boeing 737,113,Scheduled
4568,ORD,SFO,2024-05-15 09:56:00,2024-05-15 14:17:00,Airbus A380,261,Delayed
4569,ATL,DEN,2024-09-05 16:34:00,2024-09-05 21:19:00,Boeing 777,285,Scheduled
4570,LAX,DFW,2024-07-10 13:08:00,2024-07-10 17:07:00,Airbus A380,239,Cancelled
4571,DEN,SFO,2024-11-24 04:39:00,2024-11-24 05:43:00,Boeing 777,64,Cancelled
4572,DEN,DEN,2024-02-13 08:35:00,2024-02-13 11:22:00,Boeing 777,167,Delayed
4573,DFW,DFW,2024-02-05 05:03:00,2024-02-05 10:19:00,Airbus A380,316,Delayed
4574,SFO,JFK,2024-06-18 17:51:00,2024-06-18 23:21:00,Boeing 777,330,Delayed
4575,LAX,LAX,2024-06-13 22:15:00,2024-06-13 23:29:00,Boeing 737,74,Delayed
